RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,FinishRoundTimeSecs,TotalFightDurationSecs,RedWin,BlueWin,RedWinPercentage,BlueWinPercentage
George Roop,Rob Font,0.654054054054054,0.548,0.06370662337662338,0.12516131289906288,2014-07-05,"Las Vegas, Nevada, USA", USA,Blue,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,0,1,0,37.6364,0.37,0.0909,0.7273,0.355,2,6,27,0,0,1,2,2,0,0,5,Orthodox,185.42,182.88,135,32,27,0,-1,-2,-5,6,-27,0,-2,0,-12.7,-2.54,5,-37.6364,-0.0909,-0.7273,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:19,139.0,0.22711267605633806,0.1890625,0.16881827209533268,0.4498757249378625,0.2651162790697674,0.1810344827586207,139.0,139.0,False,True,0.0,0.5
Luke Zachrich,Guilherme Vasconcelos,0.7783783783783783,0.41200000000000003,0.2012987012987013,0.03908918608802101,2014-07-05,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,1,0,0,3.0,0.27,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,185,32,28,1,0,0,0,1,-1,0,0,0,-5.08,0.0,4,-3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.33098591549295775,0.1378125,0.20297914597815292,0.25683512841756423,0.3116279069767442,0.20977011494252873,300.0,900.0,True,False,1.0,0.0
Cub Swanson,Jeremy Stephens,0.6396396396396395,0.562,0.051226493506493505,0.1522580863933397,2014-06-28,"San Antonio, Texas, USA", USA,Red,False,Featherweight,MALE,5,0,3,0,30.8333,0.468,0.5,1.3889,0.379,3,8,45,0,0,1,4,4,0,1,10,Orthodox,172.72,180.34,145,0,5,0,35.8333,0.462,0.1667,1.0,0.667,5,1,13,0,0,0,1,4,0,0,5,Orthodox,172.72,177.8,145,30,28,0,-2,-2,5,-7,32,0,1,0,0.0,2.54,2,-5.0,0.3333,0.3889,0.0,11.0,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,11.0,,,,Red,U-DEC,Unknown,5.0,5:00,1500.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,300.0,1500.0,True,False,0.6923076923076923,0.42857142857142855
Kelvin Gastelum,Nico Musoke,0.6216216216216216,0.5800000000000001,0.04073194805194805,0.1870967951716956,2014-06-28,"San Antonio, Texas, USA", USA,Red,False,Welterweight,MALE,3,0,2,0,28.5,0.465,0.5,1.5,0.7,2,0,4,0,0,0,1,0,1,0,2,Orthodox,182.88,190.5,170,0,3,0,34.6667,0.48,0.3333,1.6667,0.5,3,0,7,1,0,2,0,0,1,0,3,Southpaw,175.26,180.34,185,22,28,0,-1,-1,-1,0,-3,-1,0,0,7.62,10.16,-6,-6.1667,0.1667,-0.1667,0.0,,11.0,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,Red,,Unknown,,,,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,,,True,False,0.75,0.0
Cezar Ferreira,Andrew Craig,0.6234234234234234,0.5792,0.0416064935064935,0.18554840811487977,2014-06-28,"San Antonio, Texas, USA", USA,Red,False,Middleweight,MALE,3,1,0,0,33.8,0.49,0.0,0.6,0.232,2,2,13,0,0,1,1,1,0,0,3,Orthodox,185.42,193.04,170,1,0,0,15.75,0.413,0.25,0.75,0.188,3,1,8,1,0,1,1,0,1,0,3,Southpaw,185.42,198.12,185,29,28,0,0,-1,0,-1,5,-1,1,-1,0.0,-5.08,1,18.05,-0.25,-0.15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,300.0,900.0,True,False,0.8,0.0
Ricardo Lamas,Hacran Dias,0.6234234234234234,0.5792,0.0416064935064935,0.18554840811487977,2014-06-28,"San Antonio, Texas, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,29.5,0.445,0.5,3.0,0.415,1,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,155,1,0,0,26.8,0.428,1.0,1.2,0.248,4,1,13,1,0,0,1,2,1,0,4,Orthodox,172.72,180.34,145,32,30,0,0,-3,-3,0,-7,-1,-2,-1,0.0,-5.08,2,2.7,-0.5,1.8,0.0,,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,Red,U-DEC,Unknown,3.0,5:00,900.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,300.0,900.0,True,False,0.7777777777777778,0.5
Clint Hester,Antonio Braga Neto,0.7711711711711712,0.42000000000000004,0.17532467532467533,0.04516134077002992,2014-06-28,"San Antonio, Texas, USA", USA,Red,False,Middleweight,MALE,3,0,1,0,6.0,0.4,1.0,1.0,0.33,1,0,1,0,0,0,0,0,1,0,1,Orthodox,190.5,195.58,185,0,3,0,55.0,0.427,0.0,1.0,0.553,3,0,8,0,0,0,1,1,0,1,3,Orthodox,187.96,195.58,205,27,26,0,-2,-2,-2,0,-7,0,-2,1,2.54,0.0,1,-49.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,Unknown,3.0,5:00,900.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,300.0,900.0,True,False,inf,0.0
Joe Ellenberger,James Moontasri,0.6569369369369369,0.5464,0.06687948051948052,0.12206453878543126,2014-06-28,"San Antonio, Texas, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,177.8,180.34,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,29,26,0,0,0,0,0,0,0,0,0,2.54,-2.54,3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,Unknown,3.0,5:00,900.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,300.0,900.0,True,False,1.0,0.0
Colton Smith,Diego Ferreira,0.781981981981982,0.406,0.21428571428571427,0.03539674747363233,2014-06-28,"San Antonio, Texas, USA", USA,Blue,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,187.96,155,2,0,0,17.3333,0.47,1.0,3.0,0.363,1,2,8,1,0,0,1,0,0,0,1,Orthodox,182.88,180.34,155,26,29,2,0,-1,-1,2,-8,-1,0,0,-7.62,7.62,-3,-17.3333,-1.0,-3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,0:38,38.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,38.0,38.0,False,True,0.0,1.0
Johnny Bedford,Cody Gibson,0.654054054054054,0.548,0.06370662337662338,0.12516131289906288,2014-06-28,"San Antonio, Texas, USA", USA,Blue,False,Bantamweight,MALE,3,1,0,0,18.0,0.33,1.0,4.0,0.66,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,135,2,0,0,42.5,0.545,0.0,1.25,0.415,2,2,9,0,0,0,0,2,0,0,2,Orthodox,177.8,180.34,135,31,26,1,0,-2,-2,1,-6,0,-2,0,0.0,0.0,5,-24.5,1.0,2.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,0:38,38.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,38.0,38.0,False,True,0.0,0.25
Marcelo Guimaraes,Andy Enz,0.781981981981982,0.4,0.21428571428571427,0.03225808949011382,2014-06-28,"San Antonio, Texas, USA", USA,Red,False,Middleweight,MALE,3,1,0,0,69.0,0.3,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,185,1,0,0,55.0,0.555,0.0,1.0,0.08,1,1,5,0,0,1,0,0,0,0,1,Orthodox,182.88,185.42,185,31,22,0,0,-1,-1,0,-2,0,0,0,7.62,12.7,9,14.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,Unknown,3.0,5:00,900.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,300.0,900.0,True,False,inf,0.0
Ray Borg,Shane Howell,0.554954954954955,0.644,0.02173909090909091,0.31096775971696106,2014-06-28,"San Antonio, Texas, USA", USA,Red,False,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,125,1,0,0,12.0,0.44,2.0,5.0,0.62,0,1,3,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,135,20,30,1,0,0,0,1,-3,0,0,0,10.16,15.24,-10,-12.0,-2.0,-5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,2:17,137.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,137.0,137.0,True,False,0.8,0.0
Aleksei Oleinik,Anthony Hamilton,0.6702702702702702,0.532,0.08627090909090909,0.09419357176274654,2014-06-28,"San Antonio, Texas, USA", USA,Red,False,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,193.04,260,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,203.2,240,37,34,0,0,0,0,0,0,0,0,0,7.62,-10.16,3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Neck Crank,1.0,2:18,138.0,0.24295774647887325,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,138.0,138.0,True,False,0.6,0.5
James Te Huna,Nate Marquardt,0.6486486486486486,0.548,0.05844155844155843,0.12516131289906288,2014-06-28,"Auckland, New Zealand", New Zealand,Blue,False,Middleweight,MALE,5,2,0,0,25.125,0.522,0.8125,1.6875,0.497,4,6,34,1,0,0,4,4,2,0,10,Orthodox,182.88,187.96,185,2,0,0,29.375,0.553,0.125,1.375,0.185,4,3,14,0,0,0,2,3,0,0,5,Orthodox,187.96,190.5,185,32,35,0,0,0,5,-3,20,1,1,2,-5.08,-2.54,-3,-4.25,0.6875,0.3125,0.0,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1.0,4:34,274.0,0.3014084507042254,0.265625,0.3714001986097319,0.2734051367025684,0.20527131782945737,0.22413793103448276,274.0,274.0,False,True,0.0,0.4
Soa Palelei,Jared Rosholt,0.7765765765765765,0.41400000000000003,0.19480519480519481,0.04046926347176095,2014-06-28,"Auckland, New Zealand", New Zealand,Blue,False,Heavyweight,MALE,3,0,2,0,33.5,0.485,0.0,2.0,0.55,2,0,6,0,0,0,2,0,0,0,2,Orthodox,187.96,190.5,265,0,3,0,16.75,0.703,0.0,1.75,1.0,3,1,8,0,0,0,0,3,0,0,3,Orthodox,193.04,205.74,265,36,27,0,-1,-1,-1,1,-2,0,-3,0,-5.08,-15.24,9,16.75,0.0,0.25,0.0,,14.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,Unknown,3.0,5:00,900.0,0.5598591549295775,0.15625,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,300.0,900.0,False,True,1.0,1.0
Hatsu Hioki,Charles Oliveira,0.7873873873873873,0.4,0.23376623376623376,0.03225808949011382,2014-06-28,"Auckland, New Zealand", New Zealand,Blue,False,Featherweight,MALE,3,0,1,0,19.9,0.482,1.2,0.9,0.309,2,5,18,0,0,0,0,0,5,0,5,Orthodox,177.8,187.96,155,0,1,0,34.8333,0.438,0.8333,2.1667,0.523,2,3,18,0,0,1,2,0,0,0,3,Orthodox,180.34,177.8,145,30,24,0,0,0,2,-2,0,0,0,5,-2.54,10.16,6,-14.9333,0.3667,-1.2667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Anaconda Choke,2.0,4:32,572.0,0.2359154929577465,0.111875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,272.0,572.0,False,True,0.0,0.8
Robert Whittaker,Mike Rhodes,0.6306306306306306,0.5720000000000001,0.045454545454545456,0.17161292460353741,2014-06-28,"Auckland, New Zealand", New Zealand,Red,False,Welterweight,MALE,3,1,0,0,51.0,0.48,1.0,2.0,0.5,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,2,0,0,50.75,0.353,0.0,0.25,0.25,2,2,10,1,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,23,24,1,0,-2,-2,1,-7,-1,-1,0,2.54,2.54,-1,0.25,1.0,1.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,Unknown,3.0,5:00,900.0,0.20528169014084507,0.1821875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,300.0,900.0,True,False,0.9090909090909091,0.0
Jake Matthews,Dashon Johnson,0.6612612612612612,0.542,0.07221571428571429,0.11354840997294427,2014-06-28,"Auckland, New Zealand", New Zealand,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,19,26,0,0,0,0,0,0,0,0,0,-10.16,-7.62,-7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,3.0,3:16,796.0,0.2580985915492958,0.196875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,196.0,796.0,True,False,0.6923076923076923,0.0
Richie Vaculik,Roldan Sangcha-an,0.6756756756756757,0.526,0.09740259740259741,0.0825806688366279,2014-06-28,"Auckland, New Zealand", New Zealand,Red,False,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,125,1,0,0,2.0,0.28,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,31,23,1,0,0,0,1,-1,0,0,0,-5.08,-10.16,8,-2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,Unknown,,,,0.2341549295774648,0.171875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,,,True,False,0.5,0.0
Chris Indich,Vik Grujic,0.6828828828828828,0.43800000000000006,0.11719233766233766,0.06728113374758365,2014-06-28,"Auckland, New Zealand", New Zealand,Blue,False,Welterweight,MALE,3,1,0,0,4.0,0.12,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,1,0,0,12.0,0.24,2.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,170,27,37,0,0,0,0,0,0,0,0,0,2.54,0.0,-10,-8.0,-2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,4:55,295.0,0.22781690140845073,0.1296875,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,295.0,295.0,False,True,0.0,inf
Neil Magny,Rodrigo de Lima,0.6162162162162161,0.5840000000000001,0.03828935064935064,0.19483873045577468,2014-06-28,"Auckland, New Zealand", New Zealand,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,190.5,155,0,2,0,40.6,0.388,0.0,2.2,0.408,2,2,13,0,0,0,3,0,0,0,3,Orthodox,190.5,203.2,170,26,23,0,-2,-2,-3,2,-13,0,0,0,-20.32,-12.7,3,-40.6,0.0,-2.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,2:32,452.0,0.20105633802816902,0.28125,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,152.0,452.0,True,False,0.7647058823529411,0.0
Dan Hooker,Ian Entwistle,0.6774774774774774,0.524,0.10173155844155843,0.07870970119458837,2014-06-28,"Auckland, New Zealand", New Zealand,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,190.5,155,24,27,0,0,0,0,0,0,0,0,0,-17.78,-27.94,-3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,1.0,3:34,214.0,0.2341549295774648,0.268125,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,214.0,214.0,True,False,0.875,1.0
Gian Villante,Sean O'Connell,0.6252252252252252,0.5780000000000001,0.04251402597402597,0.18322582752965605,2014-06-28,"Auckland, New Zealand", New Zealand,Red,False,Light Heavyweight,MALE,3,1,0,0,15.0,0.6,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,205,1,0,0,34.6667,0.477,0.0,1.3333,0.417,1,2,8,0,0,0,0,1,0,0,1,Orthodox,190.5,193.04,205,28,30,0,0,-1,-1,1,-7,0,-1,0,-5.08,-5.08,-2,-19.6667,0.0,-1.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,Unknown,3.0,5:00,900.0,0.2274647887323944,0.28125,0.22244289970208542,0.3728251864125932,0.30077519379844964,0.23132183908045978,300.0,900.0,True,False,0.4,0.4
Demetrious Johnson,Ali Bagautinov,0.472072072072072,0.7040000000000001,0.012328311688311689,0.4270967889781474,2014-06-14,"Vancouver, British Columbia, Canada", Canada,Red,True,Flyweight,MALE,5,0,3,0,43.3333,0.453,0.6667,3.3333,0.45,3,0,9,0,0,0,2,1,0,0,3,Orthodox,162.56,165.1,125,0,5,0,61.8889,0.508,0.3333,4.4444,0.433,5,2,33,5,0,1,4,1,1,0,7,Orthodox,160.02,167.64,125,27,29,0,-2,-2,-4,2,-24,-5,0,-1,2.54,-2.54,-2,-18.5556,0.3333,-1.1111,0.0,4.0,0.0,,,,,,,,,,,,0.0,4.0,,,,,,,,,,,,4.0,,Red,U-DEC,Unknown,5.0,5:00,1500.0,0.11795774647887325,0.328125,0.135253227408143,0.44739022369511183,0.31317829457364343,0.4109195402298851,300.0,1500.0,True,False,1.0,0.0
Rory MacDonald,Tyron Woodley,0.6792792792792792,0.522,0.106437012987013,0.07483873355254882,2014-06-14,"Vancouver, British Columbia, Canada", Canada,Red,False,Welterweight,MALE,3,0,2,0,27.75,0.608,0.0,0.75,0.25,2,1,7,0,0,0,0,3,0,0,3,Orthodox,175.26,187.96,170,0,1,0,47.1111,0.468,0.5556,2.1111,0.413,5,2,22,0,0,0,4,2,1,0,7,Orthodox,182.88,193.04,170,24,32,0,1,-3,-4,1,-15,0,1,-1,-7.62,-5.08,-8,-19.3611,-0.5556,-1.3611,0.0,3.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,Red,U-DEC,Unknown,3.0,5:00,900.0,0.24295774647887325,0.13125,0.22244289970208542,0.45567522783761394,0.30077519379844964,0.18821839080459768,300.0,900.0,True,False,1.0,0.5
Ryan Bader,Rafael Feijao,0.6612612612612612,0.542,0.07221571428571429,0.11354840997294427,2014-06-14,"Vancouver, British Columbia, Canada", Canada,Red,False,Light Heavyweight,MALE,3,0,1,0,20.0,0.575,0.0,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,205,0,1,0,24.8462,0.398,0.3077,1.7692,0.272,5,4,27,1,0,0,5,3,1,0,9,Orthodox,187.96,187.96,205,31,34,0,0,-4,-8,3,-25,-1,-2,-1,-2.54,-2.54,-3,-4.8462,-0.3077,-1.7692,0.0,,9.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,Red,,Unknown,,,,0.24295774647887325,0.171875,0.21549155908639522,0.3728251864125932,0.2372093023255814,0.23132183908045978,,,True,False,1.25,0.0
Andrei Arlovski,Brendan Schaub,0.7711711711711712,0.42000000000000004,0.17532467532467533,0.04516134077002992,2014-06-14,"Vancouver, British Columbia, Canada", Canada,Red,False,Heavyweight,MALE,3,0,2,0,21.3333,0.479,0.2222,1.1111,0.236,4,3,15,1,0,0,2,3,1,0,6,Orthodox,193.04,198.12,245,0,3,0,20.7857,0.453,0.3571,0.1429,0.143,6,4,26,5,0,0,1,7,2,0,10,Orthodox,190.5,195.58,240,35,31,0,-1,-2,-4,1,-11,-4,-4,-1,2.54,2.54,4,0.5476,-0.1349,0.9683,0.0,14.0,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,Blue,S-DEC,Unknown,3.0,5:00,900.0,0.3137323943661972,0.1615625,0.40814299900695133,0.3396851698425849,0.27286821705426356,0.13793103448275862,300.0,900.0,True,False,0.47368421052631576,0.0
Ovince Saint Preux,Ryan Jimmo,0.6612612612612612,0.542,0.07221571428571429,0.11354840997294427,2014-06-14,"Vancouver, British Columbia, Canada", Canada,Red,False,Light Heavyweight,MALE,3,0,1,0,31.4,0.742,0.0,0.4,0.3,1,2,10,0,0,0,1,2,0,0,3,Orthodox,185.42,185.42,205,0,3,0,18.0,0.697,0.3333,0.3333,0.333,3,0,5,0,1,0,0,1,1,0,3,Southpaw,190.5,203.2,205,31,32,0,-2,-2,0,-2,5,0,1,-1,-5.08,-17.78,-1,13.4,-0.3333,0.0667,0.0,,13.0,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Unknown,2.0,2:10,430.0,0.22535211267605637,0.1328125,0.21747765640516387,0.5053852526926264,0.2713178294573644,0.2025862068965517,130.0,430.0,True,False,0.6,0.0
Daniel Sarafian,Kiichi Kunimoto,0.5585585585585585,0.64,0.022366493506493508,0.30322582443288193,2014-06-14,"Vancouver, British Columbia, Canada", Canada,Blue,False,Welterweight,MALE,3,0,1,0,12.0,0.52,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,Orthodox,177.8,180.34,170,1,0,0,22.3333,0.577,0.3333,0.3333,0.333,1,2,7,0,0,0,0,0,1,0,1,Orthodox,175.26,185.42,185,31,33,1,1,0,0,2,-6,0,0,-1,2.54,-5.08,-2,-10.3333,-0.3333,-0.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,2:52,172.0,0.21690140845070424,0.35625,0.11717974180734855,0.3272576636288318,0.26356589147286824,0.4827586206896552,172.0,172.0,False,True,0.5,1.0
Valerie Letourneau,Elizabeth Phillips,0.7657657657657657,0.42600000000000005,0.15584415584415584,0.05089610191235867,2014-06-14,"Vancouver, British Columbia, Canada", Canada,Red,False,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,115,31,27,0,0,0,0,0,0,0,0,0,-2.54,-7.62,4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,Unknown,3.0,5:00,900.0,0.21408450704225354,0.1184375,0.3902681231380338,0.3131731565865783,0.3302325581395349,0.2959770114942529,300.0,900.0,True,False,0.5,0.5
Yves Jabouin,Mike Easton,0.7927927927927928,0.392,0.2532467532467532,0.028738992806735673,2014-06-14,"Vancouver, British Columbia, Canada", Canada,Red,False,Bantamweight,MALE,3,3,0,0,51.5,0.372,0.0,0.8333,0.2,3,3,17,0,1,0,1,1,0,0,3,Southpaw,167.64,177.8,135,1,0,0,30.7143,0.441,0.0,0.7143,0.237,3,3,16,0,0,3,1,0,0,0,4,Orthodox,170.18,172.72,135,35,30,-2,0,0,-1,0,1,0,1,0,-2.54,5.08,5,20.7857,0.0,0.119,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,Blue,U-DEC,Unknown,3.0,5:00,900.0,0.2535211267605634,0.098125,0.47070506454816285,0.3728251864125932,0.4868217054263566,0.1954022988505747,300.0,900.0,True,False,0.5,0.0
Kajan Johnson,Tae Hyun Bang,0.654054054054054,0.548,0.06370662337662338,0.12516131289906288,2014-06-14,"Vancouver, British Columbia, Canada", Canada,Blue,False,Lightweight,MALE,3,1,0,0,26.0,0.39,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Switch,175.26,180.34,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,155,30,31,-1,0,0,0,-1,3,0,0,0,-5.08,-10.16,-1,26.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3.0,2:01,721.0,0.11795774647887325,0.21156250000000001,0.135253227408143,0.36818558409279206,0.31317829457364343,0.1997126436781609,121.0,721.0,False,True,0.5,1.0
